#Thorlabs FTS
[SpectrumHeader]
#Date;20250603
#Time;14342510
#GMTTime;19342510
#XAxisUnit;nm_air
#YAxisUnit;intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;100.000000
#TriggerMode;0
#InterferometerSerial;M00454521
#Source;
#AirMeasureOpt;0
#WnrMin;13463.064453
#WnrMax;31093.257813
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#Instrument;0
#InstrModel;CCS100
#Type;emission
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#Name;
#Comment;""
[Data]
3.216131287e+02;2.722190693e-03
3.217207947e+02;2.264299110e-04
3.218284607e+02;1.474310295e-03
3.219361267e+02;3.064351389e-03
3.220438232e+02;1.071768231e-03
3.221515198e+02;1.861757046e-04
3.222592163e+02;1.152276644e-03
3.223669434e+02;2.098250436e-03
3.224746399e+02;2.400157042e-03
3.225823669e+02;2.359902719e-03
3.226900940e+02;1.675581327e-03
3.227978210e+02;6.692261668e-04
3.229055786e+02;1.735962578e-03
3.230133362e+02;4.277009284e-04
3.231210938e+02;1.675581327e-03
3.232288513e+02;1.132149482e-03
3.233366089e+02;3.326003673e-03
3.234443970e+02;1.756089740e-03
3.235521851e+02;2.138504758e-03
3.236599731e+02;2.098250436e-03
3.237677612e+02;2.722190693e-03
3.238755798e+02;2.098250436e-03
3.239833984e+02;3.144859802e-03
3.240912170e+02;1.675581327e-03
3.241990356e+02;3.426639130e-03
3.243068542e+02;1.615199959e-03
3.244147034e+02;2.017742023e-03
3.245225525e+02;4.231723491e-03
3.246304016e+02;3.144859802e-03
3.247382813e+02;2.868112060e-04
3.248461304e+02;1.031514024e-03
3.249540100e+02;-3.522243060e-05
3.250618896e+02;3.285749583e-03
3.251697998e+02;1.655454165e-03
3.252776794e+02;2.842953196e-03
3.253855896e+02;2.239140216e-03
3.254934998e+02;2.359902719e-03
3.256014099e+02;2.239140216e-03
3.257093201e+02;1.675581327e-03
3.258172607e+02;2.465569996e-04
3.259252014e+02;2.158631803e-03
3.260331421e+02;3.164986847e-03
3.261410828e+02;1.997614978e-03
3.262490540e+02;1.212657895e-03
3.263570251e+02;8.101158892e-04
3.264649963e+02;3.245495260e-03
3.265729675e+02;3.326003673e-03
3.266809387e+02;-5.383999669e-04
3.267889404e+02;2.460538410e-03
3.268969421e+02;2.078123391e-03
3.270049438e+02;1.373674721e-03
3.271129761e+02;1.212657895e-03
3.272209778e+02;7.094803732e-04
3.273290100e+02;3.446766408e-03
3.274370422e+02;4.312231671e-03
3.275450745e+02;9.510056116e-04
3.276531372e+02;2.822826151e-03
3.277611694e+02;2.541046822e-03
3.278692322e+02;2.239140216e-03
3.279772949e+02;3.466893453e-03
3.280853882e+02;2.440411132e-03
3.281934509e+02;3.305876628e-03
3.283015442e+02;1.313293469e-03
3.284096375e+02;1.071768231e-03
3.285177612e+02;2.883207519e-03
3.286258545e+02;3.809054149e-03
3.287339783e+02;4.312231671e-03
3.288421021e+02;9.510056116e-04
3.289502258e+02;2.480665455e-03
3.290583496e+02;4.528598220e-05
3.291665039e+02;1.715835533e-03
3.292746582e+02;2.279394306e-03
3.293828125e+02;2.742317738e-03
3.294909668e+02;2.098250436e-03
3.295991516e+02;2.299521584e-03
3.297073059e+02;1.112022437e-03
3.298154907e+02;2.983842976e-03
3.299237061e+02;1.413928927e-03
3.300318909e+02;5.031775800e-06
3.301401062e+02;3.285749583e-03
3.302482910e+02;2.762444783e-03
3.303565369e+02;4.478280316e-04
3.304647522e+02;1.796343946e-03
3.305729675e+02;8.906243020e-04
3.306812134e+02;1.615199959e-03
3.307894592e+02;3.788927104e-03
3.308977051e+02;3.929816652e-03
3.310059814e+02;7.698616828e-04
3.311142273e+02;9.510056116e-04
3.312225037e+02;1.715835533e-03
3.313307800e+02;1.937233610e-03
3.314390869e+02;2.339775674e-03
3.315473633e+02;1.675581327e-03
3.316556702e+02;2.400157042e-03
3.317639771e+02;2.279394306e-03
3.318722839e+02;2.063028078e-04
3.319805908e+02;2.057996346e-03
3.320889282e+02;2.078123391e-03
3.321972656e+02;1.112022437e-03
3.323056030e+02;1.192530850e-03
3.324139404e+02;2.742317738e-03
3.325223083e+02;2.641682280e-03
3.326306458e+02;1.836598152e-03
3.327390137e+02;3.673196188e-04
3.328474121e+02;3.466893453e-03
3.329557800e+02;1.212657895e-03
3.330641785e+02;2.279394306e-03
3.331725464e+02;1.454183133e-03
3.332809753e+02;3.265622305e-03
3.333893738e+02;2.178758848e-03
3.334977722e+02;2.541046822e-03
3.336062012e+02;1.675581327e-03
3.337146301e+02;1.112022437e-03
3.338230591e+02;1.715835533e-03
3.339315186e+02;2.480665455e-03
3.340399475e+02;1.212657895e-03
3.341484070e+02;2.017742023e-03
3.342568665e+02;2.400157042e-03
3.343653259e+02;2.500792500e-03
3.344738159e+02;2.037869068e-03
3.345823059e+02;2.158631803e-03
3.346907654e+02;4.478280316e-04
3.347992859e+02;1.635327120e-03
3.349077759e+02;-6.792896893e-04
3.350162964e+02;1.192530850e-03
3.351247864e+02;3.326003673e-03
3.352333069e+02;2.702063415e-03
3.353418579e+02;2.279394306e-03
3.354503784e+02;1.715835533e-03
3.355589294e+02;1.997614978e-03
3.356674805e+02;2.641682280e-03
3.357760315e+02;8.302429924e-04
3.358845825e+02;1.454183133e-03
3.359931641e+02;1.152276644e-03
3.361017456e+02;2.219013171e-03
3.362103271e+02;2.581300912e-03
3.363189087e+02;5.283364444e-04
3.364274902e+02;4.392740317e-03
3.365361023e+02;9.510056116e-04
3.366447144e+02;1.474310295e-03
3.367533264e+02;1.554818708e-03
3.368619385e+02;2.264299110e-04
3.369705811e+02;3.507147543e-03
3.370791931e+02;-3.522243060e-05
3.371878357e+02;2.017742023e-03
3.372965088e+02;1.293166308e-03
3.374051514e+02;1.152276644e-03
3.375138245e+02;7.497345796e-04
3.376224670e+02;2.078123391e-03
3.377311401e+02;1.192530850e-03
3.378398438e+02;1.715835533e-03
3.379485168e+02;2.440411132e-03
3.380572205e+02;2.440411132e-03
3.381659241e+02;2.520919545e-03
3.382746277e+02;2.400157042e-03
3.383833313e+02;3.386385040e-03
3.384920654e+02;1.977487933e-03
3.386007996e+02;2.138504758e-03
3.387095337e+02;3.627910279e-03
3.388182678e+02;1.574945753e-03
3.389270020e+02;3.044224344e-03
3.390357666e+02;1.796343946e-03
3.391445313e+02;1.776216784e-03
3.392532959e+02;9.912598180e-04
3.393620605e+02;3.326003673e-03
3.394708557e+02;1.937233610e-03
3.395796509e+02;1.917106565e-03
3.396884460e+02;3.044224344e-03
3.397972412e+02;1.896979404e-03
3.399060364e+02;2.339775674e-03
3.400148621e+02;7.094803732e-04
3.401236877e+02;3.064351389e-03
3.402325134e+02;6.541308539e-05
3.403413391e+02;2.963715931e-03
3.404501953e+02;1.454183133e-03
3.405590210e+02;2.359902719e-03
3.406678772e+02;1.574945753e-03
